-0.902,0.0039584,0.333526,-0.0080799,4.9986,5.19586,6.74604,9.64886,200,143.899,76.8966,52.7408,42.3301,40.3672,38.5896,32.8992,27.9423,24.2788,21.3271,15.5276,12.4767,10.2974,10.0015,-0.120810421,1,0
-0.842,0.0039584,0.333526,-0.0080799,4.9986,5.19586,6.74604,9.64886,200,143.899,76.8966,52.7408,42.3301,40.3672,38.5896,32.8992,27.9423,24.2788,21.3271,15.5276,12.4767,10.2974,10.0015,-0.120810421,1,0
-0.782,0.0039584,0.333526,-0.0080799,4.9986,5.19586,6.74604,9.64886,200,143.899,76.8966,52.7408,42.3301,40.3672,38.5896,32.8992,27.9423,24.2788,21.3271,15.5276,12.4767,10.2974,10.0015,-0.120810421,1,0
-0.722,0.0039584,0.333526,-0.0080799,4.9986,5.19586,6.74604,9.64886,200,143.899,76.8966,52.7408,42.3301,40.3672,38.5896,32.8992,27.9423,24.2788,21.3271,15.5276,12.4767,10.2974,10.0015,-0.120810421,1,0
-0.662,0.0039584,0.333526,-0.0080799,4.9986,5.19586,6.74604,9.64886,200,143.899,76.8966,52.7408,42.3301,40.3672,38.5896,32.8992,27.9423,24.2788,21.3271,15.5276,12.4767,10.2974,10.0015,-0.120810421,1,0
-0.602,0.0039584,0.333526,-0.0080799,4.9986,5.19586,6.74604,9.64886,200,143.899,76.8966,52.7408,42.3301,40.3672,38.5896,32.8992,27.9423,24.2788,21.3271,15.5276,12.4767,10.2974,10.0015,-0.120810421,1,0
-0.542,0.0039584,0.333526,-0.0080799,4.9986,5.19586,6.74604,9.64886,200,143.899,76.8966,52.7408,42.3301,40.3672,38.5896,32.8992,27.9423,24.2788,21.3271,15.5276,12.4767,10.2974,10.0015,-0.120810421,1,0
-0.482,0.0039584,0.333526,-0.0080799,4.9986,5.19586,6.74604,9.64886,200,143.899,76.8966,52.7408,42.3301,40.3672,38.5896,32.8992,27.9423,24.2788,21.3271,15.5276,12.4767,10.2974,10.0015,-0.120810421,1,0
-0.422,0.0039584,0.333526,-0.0080799,4.9986,5.19586,6.74604,9.64886,200,143.899,76.8966,52.7408,42.3301,40.3672,38.5896,32.8992,27.9423,24.2788,21.3271,15.5276,12.4767,10.2974,10.0015,-0.120810421,1,0
-0.362,0.0039584,0.333526,-0.0080799,4.9986,5.19586,6.74604,9.64886,200,143.899,76.8966,52.7408,42.3301,40.3672,38.5896,32.8992,27.9423,24.2788,21.3271,15.5276,12.4767,10.2974,10.0015,-0.120810421,1,0
-0.302,0.0039584,0.333526,-0.0080799,4.9986,5.19586,6.74604,9.64886,200,143.899,76.8966,52.7408,42.3301,40.3672,38.5896,32.8992,27.9423,24.2788,21.3271,15.5276,12.4767,10.2974,10.0015,-0.120810421,1,0
-0.242,0.0039584,0.333526,-0.0080799,4.9986,5.19586,6.74604,9.64886,200,143.899,76.8966,52.7408,42.3301,40.3672,38.5896,32.8992,27.9423,24.2788,21.3271,15.5276,12.4767,10.2974,10.0015,-0.120810421,1,0
-0.182,0.0039584,0.333526,-0.0080799,4.9986,5.19586,6.74604,9.64886,200,143.899,76.8966,52.7408,42.3301,40.3672,38.5896,32.8992,27.9423,24.2788,21.3271,15.5276,12.4767,10.2974,10.0015,-0.120810421,1,0
-0.122,0.0039584,0.333526,-0.0080799,4.9986,5.19586,6.74604,9.64886,200,143.899,76.8966,52.7408,42.3301,40.3672,38.5896,32.8992,27.9423,24.2788,21.3271,15.5276,12.4767,10.2974,10.0015,-0.120810421,1,0
-0.062,0.0039584,0.333526,-0.0080799,4.9986,5.19586,6.74604,9.64886,200,143.899,76.8966,52.7408,42.3301,40.3672,38.5896,32.8992,27.9423,24.2788,21.3271,15.5276,12.4767,10.2974,10.0015,-0.120810421,1,0
0.018,0.00378292,0.333561,-0.00558559,4.99833,5.19531,6.74451,9.64504,200,144.155,76.9694,52.7746,42.3515,40.3867,38.6073,32.9117,27.9511,24.2859,21.3329,15.5308,12.4785,10.298,10.0018,-0.120810421,1,0
0.078,0.00355261,0.333666,-0.00849957,4.99754,5.19414,6.74191,9.63909,200,144.496,77.0673,52.8206,42.381,40.4134,38.6316,32.9292,27.9634,24.2959,21.3412,15.5355,12.4813,10.2994,10.0026,-0.121382992,1,0
0.138,0.00340002,0.33377,-0.00934206,4.99676,5.1931,6.73982,9.6346,200,144.724,77.1334,52.8519,42.4012,40.4318,38.6485,32.9413,27.972,24.3031,21.3471,15.539,12.4836,10.3005,10.0033,-0.122158091,1,0
