M_CLIENT_NAME,M_TIMESTAMP,S_SPEED_X,S_SPEED_Y,S_SPEED_Z,S_RPM,S_GEAR,S_ANGLE,S_Z,S_DAMAGE,S_TRACK_POSITION,S_RACE_POSITION,S_DISTANCE_RACED,S_DISTANCE_FROM_START,S_CURRENT_LAPTIME,S_LAST_LAPTIME,A_ACCELERATION,A_BRAKE,A_GEAR,A_STEER,A_CLUTCH
SCR-CLIENT-CPP,+,4.52481,0.337693,0.310859,942,1,-0.006634,0.340673,0,-0.331374,1,0.187012,2562.709961,0.502,0,1,0,1,0.433955,0
SCR-CLIENT-CPP,+,4.82554,0.361182,0.330932,942,1,-0.007986,0.340884,0,-0.330946,1,0.213135,2562.73999,0.522,0,1,0,1,0.429684,0
SCR-CLIENT-CPP,+,5.13395,0.380472,0.351797,942,1,-0.009594,0.341105,0,-0.330483,1,0.240967,2562.76001,0.542,0,1,0,1,0.424665,0
SCR-CLIENT-CPP,+,5.42966,0.400868,0.37201,998,1,-0.011105,0.341343,0,-0.329994,1,0.270508,2562.790039,0.562,0,1,0,1,0.419874,0
SCR-CLIENT-CPP,+,5.74359,0.41682,0.392935,1002,1,-0.012871,0.341591,0,-0.329463,1,0.301758,2562.830078,0.582,0,1,0,1,0.414332,0
SCR-CLIENT-CPP,+,6.0492,0.435257,0.413663,1049,1,-0.014552,0.341852,0,-0.328908,1,0.334717,2562.860107,0.602,0,1,0,1,0.408988,0
SCR-CLIENT-CPP,+,6.35899,0.45073,0.434889,1077,1,-0.016461,0.342125,0,-0.328298,1,0.369385,2562.889893,0.622,0,1,0,1,0.402949,0
SCR-CLIENT-CPP,+,6.67412,0.46847,0.455736,1105,1,-0.018281,0.342416,0,-0.327675,1,0.405762,2562.929932,0.642,0,1,0,1,0.397132,0
SCR-CLIENT-CPP,+,6.98228,0.481789,0.476994,1153,1,-0.020317,0.342719,0,-0.327004,1,0.443848,2562.969971,0.662,0,1,0,1,0.390662,0
SCR-CLIENT-CPP,+,7.30783,0.500874,0.498478,1158,1,-0.022253,0.343033,0,-0.326296,1,0.483643,2563.01001,0.682,0,1,0,1,0.384413,0
SCR-CLIENT-CPP,+,7.61194,0.510553,0.520269,1232,1,-0.024399,0.343365,0,-0.325539,1,0.525391,2563.050049,0.702,0,1,0,1,0.377526,0
SCR-CLIENT-CPP,+,7.94444,0.531305,0.541877,1230,1,-0.026438,0.343709,0,-0.324746,1,0.568604,2563.090088,0.722,0,1,0,1,0.370881,0
SCR-CLIENT-CPP,+,8.3134,0.533381,0.563659,1074,1,-0.028679,0.344068,0,-0.323898,1,0.61377,2563.139893,0.742,0,1,0,1,0.363609,0
SCR-CLIENT-CPP,+,8.61736,0.547737,0.58505,1172,1,-0.030843,0.344438,0,-0.323019,1,0.660889,2563.179932,0.762,0,1,0,1,0.356507,0
SCR-CLIENT-CPP,+,8.95463,0.55529,0.58866,1159,1,-0.033174,0.344762,0,-0.322103,1,0.709473,2563.22998,0.782,0,1,0,1,0.348897,0
SCR-CLIENT-CPP,+,9.27813,0.565037,0.580762,1204,1,-0.035443,0.34496,0,-0.321127,1,0.76001,2563.280029,0.802,0,1,0,1,0.341374,0
SCR-CLIENT-CPP,+,9.60596,0.571037,0.582051,1246,1,-0.037875,0.345034,0,-0.320114,1,0.8125,2563.340088,0.822,0,1,0,1,0.333357,0
SCR-CLIENT-CPP,+,9.93832,0.579311,0.590415,1277,1,-0.040216,0.345026,0,-0.319052,1,0.866699,2563.389893,0.842,0,1,0,1,0.325523,0
SCR-CLIENT-CPP,+,10.2696,0.583765,0.603719,1323,1,-0.0427,0.344972,0,-0.317941,1,0.922852,2563.449951,0.862,0,1,0,1,0.317228,0
SCR-CLIENT-CPP,+,10.6062,0.590209,0.620849,1359,1,-0.045091,0.344893,0,-0.316782,1,0.980713,2563.5,0.882,0,1,0,1,0.309125,0
SCR-CLIENT-CPP,+,10.928,0.590924,0.640693,1406,1,-0.047599,0.34481,0,-0.315561,1,1.04028,2563.560059,0.902,0,1,0,1,0.300615,0
SCR-CLIENT-CPP,+,11.2998,0.597642,0.662886,1447,1,-0.050072,0.344727,0,-0.314304,1,1.10205,2563.629883,0.922,0,1,0,1,0.292153,0
SCR-CLIENT-CPP,+,11.6442,0.596235,0.686167,1500,1,-0.052564,0.344659,0,-0.312985,1,1.16553,2563.689941,0.942,0,1,0,1,0.283556,0
SCR-CLIENT-CPP,+,11.9703,0.593711,0.709674,1540,1,-0.055002,0.344608,0,-0.311625,1,1.23096,2563.75,0.962,0,1,0,1,0.275049,0
SCR-CLIENT-CPP,+,12.2944,0.589497,0.733194,1590,1,-0.057516,0.344573,0,-0.310203,1,1.29834,2563.820068,0.982,0,1,0,1,0.266249,0
SCR-CLIENT-CPP,+,12.7217,0.595431,0.758609,1645,1,-0.060271,0.344547,0,-0.308585,1,1.37451,2563.899902,1.004,0,1,0,1,0.256524,0
SCR-CLIENT-CPP,+,13.0933,0.586347,0.781506,1694,1,-0.062729,0.344535,0,-0.307053,1,1.44604,2563.969971,1.024,0,1,0,1,0.247729,0
