lapTime,angle,speed,track,steer,accel,break
-0.962,0.00397283,-0.0922623,"[6.67093, 6.91361, 8.7374, 11.6968, 19.7197, 26.1624, 39.3019, 80.1814, 200.0, 200.0, 155.39, 36.5385, 18.7494, 12.6749, 9.62869, 5.77145, 4.33146, 3.44293, 3.32915]",0.04606341065127466,139.43737027798957,0
