lapTime,angle,trackPos,speed,track,steer,accel,brake
4.092,-0.00359025,-0.0259097,158.471,"[7.69437, 7.95814, 10.0141, 13.3463, 22.2771, 29.3357, 43.4259, 84.803, 200.0, 200.0, 200.0, 87.4109, 42.9464, 28.6105, 21.5733, 12.8028, 9.56576, 7.57073, 7.30572]",-0.0004199511003986269,1.0,0
4.152,-0.00344124,-0.0246498,159.065,"[7.68492, 7.94868, 10.0031, 13.3327, 22.2587, 29.3157, 43.4085, 84.8376, 200.0, 200.0, 200.0, 87.3687, 42.9649, 28.6314, 21.5923, 12.8166, 9.57693, 7.58021, 7.31517]",-0.0010642406887127927,1.0,0
4.212,-0.00319312,-0.0234399,159.615,"[7.67584, 7.93982, 9.99332, 13.3217, 22.2475, 29.3079, 43.4171, 84.9692, 200.0, 200.0, 200.0, 87.2195, 42.9565, 28.64, 21.6042, 12.8279, 9.5868, 7.5891, 7.32424]",-0.001093887127310355,1.0,0
4.272,-0.00290561,-0.0222955,160.187,"[7.66725, 7.93154, 9.98454, 13.3122, 22.24, 29.3062, 43.4381, 85.1441, 200.0, 200.0, 200.0, 87.0248, 42.9355, 28.6424, 21.6122, 12.8376, 9.59571, 7.5974, 7.33281]",-0.0007880566377111865,1.0,0
4.332,-0.00283052,-0.0212035,160.749,"[7.65906, 7.92323, 9.9745, 13.2994, 22.2208, 29.283, 43.4099, 85.1238, 200.0, 200.0, 200.0, 87.0447, 42.9649, 28.6663, 21.6319, 12.8506, 9.60581, 7.60574, 7.341]",-0.00033064388394423057,1.0,0
4.392,-0.00269025,-0.020158,161.285,"[7.65121, 7.91541, 9.96545, 13.2884, 22.2065, 29.2682, 43.3994, 85.1689, 200.0, 200.0, 200.0, 86.9935, 42.976, 28.6817, 21.6466, 12.8617, 9.61494, 7.61357, 7.34884]",-0.0005284249904088378,1.0,0
4.452,-0.00242955,-0.0191705,161.872,"[7.6438, 7.9083, 9.95797, 13.2805, 22.2008, 29.268, 43.4206, 85.3331, 200.0, 200.0, 200.0, 86.8142, 42.9548, 28.6824, 21.6528, 12.8699, 9.62251, 7.6207, 7.35624]",-0.0005001317130588646,1.0,0
4.512,-0.00231881,-0.0182313,162.417,"[7.63676, 7.90124, 9.94972, 13.2703, 22.187, 29.253, 43.4075, 85.3596, 200.0, 200.0, 200.0, 86.7843, 42.9685, 28.6979, 21.6668, 12.8801, 9.63083, 7.62777, 7.36329]",-6.529783977777658e-05,1.0,0
4.572,-0.00228403,-0.017311,162.964,"[7.62985, 7.89417, 9.94101, 13.259, 22.1691, 29.2303, 43.3767, 85.3155, 200.0, 200.0, 200.0, 86.8302, 43.0002, 28.721, 21.6851, 12.8916, 9.63957, 7.63485, 7.37019]",-8.848147181787173e-05,1.0,0
4.632,-0.0023543,-0.0163883,163.548,"[7.62293, 7.88687, 9.93141, 13.2456, 22.1447, 29.1962, 43.3203, 85.1714, 200.0, 200.0, 200.0, 86.9835, 43.058, 28.7556, 21.7096, 12.905, 9.64919, 7.64217, 7.37711]",-0.0003458932934031541,1.0,0
4.692,-0.00223049,-0.0154694,164.083,"[7.61604, 7.87999, 9.92346, 13.236, 22.1322, 29.1832, 43.3111, 85.2118, 200.0, 200.0, 197.946, 86.9384, 43.0675, 28.7691, 21.7225, 12.9147, 9.6572, 7.64905, 7.384]",-0.00093864965042449,1.0,0
4.752,-0.00201051,-0.0145781,164.647,"[7.60935, 7.87354, 9.91657, 13.2285, 22.126, 29.1813, 43.3265, 85.3462, 200.0, 200.0, 195.225, 86.793, 43.0521, 28.7713, 21.7289, 12.9224, 9.66415, 7.65552, 7.39068]",-0.000912110180340364,1.0,0
4.812,-0.00183824,-0.0137323,165.168,"[7.603, 7.86733, 9.90973, 13.2207, 22.118, 29.1756, 43.3322, 85.4395, 200.0, 200.0, 192.527, 86.6928, 43.0465, 28.7773, 21.7372, 12.9303, 9.67104, 7.66173, 7.39702]",-0.0005684120927133083,1.0,0
4.872,-0.00169211,-0.0129178,165.773,"[7.59689, 7.86132, 9.90298, 13.2129, 22.109, 29.1679, 43.3329, 85.5107, 200.0, 199.389, 189.838, 86.6166, 43.046, 28.7853, 21.7464, 12.9382, 9.67784, 7.66776, 7.40313]",-0.0003583796517845281,1.0,0
4.932,-0.00175338,-0.0121119,166.311,"[7.59085, 7.85494, 9.89459, 13.2012, 22.0878, 29.1381, 43.2836, 85.384, 200.0, 196.656, 187.266, 86.7493, 43.0963, 28.8154, 21.7678, 12.9499, 9.68624, 7.67414, 7.40917]",-0.0002190334151041841,1.0,0
4.992,-0.00168724,-0.0113158,166.847,"[7.58488, 7.8489, 9.88736, 13.192, 22.0744, 29.1223, 43.2656, 85.3802, 200.0, 193.85, 184.608, 86.7523, 43.1147, 28.8315, 21.7814, 12.9591, 9.6935, 7.68019, 7.41514]",-0.000736421882368981,1.0,0
5.052,-0.00145161,-0.0105419,167.422,"[7.57907, 7.84338, 9.88174, 13.1864, 22.0717, 29.1255, 43.2898, 85.5408, 198.775, 190.954, 181.845, 86.5824, 43.0903, 28.8285, 21.7843, 12.9649, 9.69917, 7.68572, 7.42094]",-0.0008443317236470358,1.0,0
5.112,-0.00142701,-0.00977987,167.95,"[7.57336, 7.83752, 9.87449, 13.1769, 22.0565, 29.1062, 43.2631, 85.5, 195.87, 188.152, 179.195, 86.6243, 43.1174, 28.848, 21.7996, 12.9744, 9.70644, 7.69158, 7.42666]",-0.00040385813883222,1.0,0
5.172,-0.00136447,-0.00902939,168.511,"[7.56773, 7.83182, 9.86767, 13.1683, 22.0439, 29.0913, 43.2462, 85.4965, 192.94, 185.323, 176.515, 86.627, 43.1346, 28.8631, 21.8123, 12.9831, 9.71328, 7.69728, 7.43229]",-0.0006303659068310121,1.0,0
5.232,-0.00115798,-0.00829938,169.063,"[7.56225, 7.82659, 9.86223, 13.1626, 22.0404, 29.0926, 43.2651, 85.6337, 189.942, 182.419, 173.749, 86.4834, 43.1155, 28.862, 21.816, 12.9888, 9.71875, 7.70253, 7.43776]",-0.0007314869040116819,1.0,0
5.292,-0.00113264,-0.00757459,169.582,"[7.55681, 7.82102, 9.85535, 13.1536, 22.0261, 29.0744, 43.2402, 85.5966, 187.009, 179.591, 171.074, 86.5212, 43.1408, 28.8804, 21.8304, 12.9978, 9.72565, 7.7081, 7.4432]",-0.00036621282003081656,1.0,0
5.352,-0.00118088,-0.00684369,170.161,"[7.55133, 7.81524, 9.84781, 13.1432, 22.0072, 29.0481, 43.1971, 85.488, 184.096, 176.786, 168.428, 86.6334, 43.1844, 28.9069, 21.8494, 13.0083, 9.7332, 7.71388, 7.44868]",-0.0005754690948718494,1.0,0
5.412,-0.00102737,-0.00612005,170.717,"[7.5459, 7.80995, 9.84199, 13.1366, 22.0006, 29.0438, 43.2034, 85.5746, 181.093, 173.884, 165.668, 86.5425, 43.1781, 28.9113, 21.856, 13.0149, 9.73904, 7.71918, 7.4541]",-0.0010213817839668997,1.0,0
5.472,-0.000823178,-0.00540911,171.236,"[7.54057, 7.80485, 9.83672, 13.1311, 21.9974, 29.0453, 43.2226, 85.7119, 178.062, 170.952, 162.877, 86.4004, 43.1587, 28.9099, 21.8594, 13.0204, 9.74433, 7.72428, 7.45943]",-0.0008222002776861947,1.0,0
